Name,Symbol,Current Price (USD),Market Cap,24h Change (%),Total Volume,Last Updated,Market Cap Log,Total Volume Log,Current Price Log,Liquidity Ratio,Absolute 24h Change,Is Stablecoin,Risk_MarketCap_Inv_Scaled,Risk_Volatility_Scaled,Liquidity_Ratio_Scaled,Risk_Liquidity_Inv_Scaled,Reward_24hChange_Scaled,Reward_Volume_Scaled,Reward_Liquidity_Scaled,Risk Score,Reward Score,Anomaly_Pred_IF,Is_Anomaly_IF,Market Cap Tier
Chainlink,LINK,14.91,9796606018,0.80115,399185348.0,2025-04-29 05:38:32.942000+00:00,23.00530183804689,19.804936400826286,2.7669478423496954,0.04074731057537155,0.80115,False,0.4694489403929558,0.013495882505047374,0.006492607295046403,0.9935073927049536,0.013495882505047374,0.7770845765982468,0.006492607295046403,0.39187940770019203,0.2404715081700069,1,False,Large Cap ($1B-$100B)
Avalanche,AVAX,21.79,9077516453,-0.26365,328829769.0,2025-04-29 05:38:37.259000+00:00,22.929066473864726,19.611050758410208,3.126321843257593,0.036224640374110925,0.26365,False,0.47626103724210145,0.004441352334089422,0.005771918486007168,0.9942280815139928,0.0,0.7670825993956376,0.005771918486007168,0.39112657213327495,0.23185635536449342,1,False,Large Cap ($1B-$100B)
Stellar,XLM,0.280875,8672181906,-2.1215,210522633.0,2025-04-29 05:38:38.235000+00:00,22.8833862577844,19.165103730246937,0.24754343813774493,0.02427562466769133,2.1215,False,0.480342844410826,0.03573802001430195,0.003867839365612689,0.9961321606343874,0.0,0.7440775333490834,0.003867839365612689,0.40565877789692867,0.22438361181440883,1,False,Large Cap ($1B-$100B)
LEO Token,LEO,9.0,8309192757,-0.38814,4155155.0,2025-04-29 05:38:42.530000+00:00,22.840628300060374,15.239860530693239,2.302585092994046,0.000500067229334586,0.38814,False,0.484163529892065,0.00653846574987092,7.919738819917149e-05,0.9999208026118008,0.0,0.5415860414191068,7.919738819917149e-05,0.3962649587791346,0.16249957164219178,1,False,Large Cap ($1B-$100B)
Toncoin,TON,3.26,8195974507,-0.18987,139447810.0,2025-04-29 05:38:32.059000+00:00,22.82690895702052,18.753200974531993,1.449269160281279,0.017014182984695807,0.18987,False,0.4853894372448626,0.003198481197320533,0.002710726526173896,0.9972892734738261,0.0,0.7228287089337526,0.002710726526173896,0.3948930220716385,0.21766183063797795,1,False,Large Cap ($1B-$100B)
Shiba Inu,SHIB,1.362e-05,8026769373,0.04509,239584227.0,2025-04-29 05:38:35.815000+00:00,22.806047964401177,19.294415595661622,1.361990724864218e-05,0.0298481513379343,0.04509,False,0.4872534947412328,0.0007595697961088261,0.0047558231076501615,0.9952441768923498,0.0007595697961088261,0.7507483435946869,0.0047558231076501615,0.3942540611934066,0.22695507792914463,1,False,Large Cap ($1B-$100B)
Hedera,HBAR,0.188024,7940600047,-2.24022,213805899.0,2025-04-29 05:38:37.672000+00:00,22.795254682145945,19.180579152058463,0.17229142275659715,0.02692566024412437,2.24022,False,0.48821794063627877,0.03773793410155055,0.004290123303751444,0.9957098766962486,0.0,0.7448758638197197,0.004290123303751444,0.4095243252343814,0.22474979613704132,1,False,Large Cap ($1B-$100B)
Wrapped stETH,WSTETH,2152.08,7562972541,-0.19208,23010531.0,2025-04-29 05:38:34.426000+00:00,22.746530143243834,16.95146258212672,7.674654654128756,0.003042524731546556,0.19208,False,0.4925717767003137,0.0032357100562560065,0.00048433872899189204,0.9995156612710081,0.0,0.6298824437986029,0.00048433872899189204,0.3982261269568296,0.18911003475827845,1,False,Large Cap ($1B-$100B)
Bitcoin Cash,BCH,369.41,7328993842,5.11333,286709602.0,2025-04-29 05:38:36.532000+00:00,22.715104077802447,19.473980425235105,5.914610500247762,0.039119913071418294,5.11333,False,0.4953798881807385,0.08613730373779428,0.006233281030524488,0.9937667189694755,0.08613730373779428,0.7600115531310083,0.006233281030524488,0.4313602205613083,0.26432837174357754,1,False,Large Cap ($1B-$100B)
Litecoin,LTC,85.8,6496459872,-0.17739,369774224.0,2025-04-29 05:38:37.883000+00:00,22.594523230557453,19.728403174650403,4.463606621666305,0.05691934242428581,0.17739,False,0.5061545256261923,0.0029882476409790345,0.009069625263256853,0.9909303747367432,0.0,0.7731364576250503,0.009069625263256853,0.40184318425421717,0.23466182486649215,1,False,Large Cap ($1B-$100B)
Polkadot,DOT,4.26,6483886966,3.47602,187868196.0,2025-04-29 05:38:39.485000+00:00,22.59258600806456,19.05125119513563,1.6601310267496185,0.02897462540373348,3.47602,False,0.5063276283244149,0.058555772957866535,0.004616626496540071,0.99538337350346,0.058555772957866535,0.7382042234616044,0.004616626496540071,0.4250300352136046,0.24626856417058995,1,False,Large Cap ($1B-$100B)
Hyperliquid,HYPE,18.37,6115658232,2.62216,142712788.0,2025-04-29 05:38:40.788000+00:00,22.534118242647388,18.776344700015034,2.9637254774189046,0.023335638223414706,2.62216,False,0.511552081369897,0.04417195689875182,0.0037180522529353336,0.9962819477470647,0.04417195689875182,0.7240226241292268,0.0037180522529353336,0.4215460048568725,0.2359909856741494,1,False,Large Cap ($1B-$100B)
Bitget Token,BGB,4.42,5170326360,2.65037,87277703.0,2025-04-29 05:38:43.224000+00:00,22.366201649393155,18.28460559300192,1.6900958154515549,0.016880501717497,2.65037,False,0.5265564577259039,0.04464717233339875,0.0026894243774517736,0.9973105756225482,0.04464717233339875,0.6986552824494243,0.0026894243774517736,0.4279435671482307,0.22826228098142232,1,False,Large Cap ($1B-$100B)
WETH,WETH,1794.68,5121511184,-0.16545,270825591.0,2025-04-29 05:38:41.099000+00:00,22.356715385768968,19.41698559970693,7.493139059267945,0.05288001554035072,0.16545,False,0.5274041134987559,0.0027871107289023133,0.008425957352098546,0.9915740426479015,0.0,0.7570713614876468,0.008425957352098546,0.4103912982206436,0.2296491956519236,1,False,Large Cap ($1B-$100B)
Monero,XMR,268.33,4959920015,-13.34425,274112452.0,2025-04-29 05:38:38.529000+00:00,22.324655451746775,19.429048992564965,5.595937393538776,0.05526549846993853,13.34425,False,0.5302688650203009,0.22479239857452216,0.008806084749189952,0.99119391525081,0.0,0.7576936756458725,0.008806084749189952,0.5002632884880913,0.22994992811851875,1,False,Large Cap ($1B-$100B)
WhiteBIT Coin,WBT,29.32,4226180694,0.47127,18589069.0,2025-04-29 05:38:41.980000+00:00,22.1645645131533,16.73808433155006,3.411807560774171,0.004398550451567606,0.47127,False,0.5445739711881354,0.007938843597520659,0.0007004218209927508,0.9992995781790073,0.007938843597520659,0.6188749015628533,0.0007004218209927508,0.4208650415500639,0.18904813445416205,1,False,Large Cap ($1B-$100B)
Pi Network,PI,0.604958,4218043613,-2.52192,93181543.0,2025-04-29 05:38:37.514000+00:00,22.162637258921087,18.350060234295057,0.4730975880152862,0.02209117580311752,2.52192,False,0.5447461831611957,0.0424833501930089,0.0035197468051208825,0.9964802531948791,0.0,0.7020318905461393,0.0035197468051208825,0.4341878639806577,0.21166549120537806,1,False,Large Cap ($1B-$100B)
Wrapped eETH,WEETH,1912.42,4023453130,-0.11445,6460478.0,2025-04-29 05:38:39.417000+00:00,22.115406358669393,15.681214021616723,7.556647495786909,0.001605704799150972,0.11445,False,0.54896655346097,0.0019279832150067677,0.0002553810558028592,0.9997446189441972,0.0,0.5643541406940157,0.0002553810558028592,0.42030673845923017,0.16938285652494556,1,False,Large Cap ($1B-$100B)
Coinbase Wrapped BTC,CBBTC,94304.0,3861164135,0.3091,251422020.0,2025-04-29 05:38:39.608000+00:00,22.074234564591443,19.342643443760867,11.454289489485271,0.06511560016860045,0.3091,False,0.5526455055027273,0.005206986559708099,0.01037570131334829,0.9896242986866517,0.005206986559708099,0.7532362732382052,0.01037570131334829,0.42106585656230455,0.23116638698934927,1,False,Large Cap ($1B-$100B)
Pepe,PEPE,8.83e-06,3714512389,-0.69661,704012080.0,2025-04-29 05:38:33.581000+00:00,22.035513252127366,20.372306074486442,8.829961015779487e-06,0.1895301472367764,0.69661,False,0.5561054919992965,0.011734839557936779,0.030201195493473797,0.9697988045065262,0.0,0.8063534717608019,0.030201195493473797,0.4210958935241986,0.2509664001762827,1,False,Large Cap ($1B-$100B)
Aptos,APT,5.5,3402152552,0.83286,150026937.0,2025-04-29 05:38:41.077000+00:00,21.947674172066378,18.826325422603443,1.8718021769015913,0.04409765132718834,0.83286,False,0.5639544519529147,0.014030057671040074,0.007026485066109488,0.9929735149338905,0.014030057671040074,0.7266009792960648,0.007026485066109488,0.42978850683636005,0.2257002623770683,1,False,Large Cap ($1B-$100B)
Bittensor,TAO,374.64,3253125425,3.85252,208153824.0,2025-04-29 05:38:36.721000+00:00,21.90288204071861,19.153787907607448,5.928631237936413,0.06398579728907931,3.85252,False,0.5679569033098932,0.06489815548691895,0.010195666896630434,0.9898043331033696,0.06489815548691895,0.7434937840901978,0.010195666896630434,0.4511028901393988,0.25206609749081604,1,False,Large Cap ($1B-$100B)
Uniswap,UNI,5.38,3232507590,-1.26537,226592767.0,2025-04-29 05:38:42.786000+00:00,21.89652401694473,19.23866499077968,1.8531680973566984,0.07009813919725398,1.26537,False,0.5685250316868147,0.021315964358000122,0.011169670353485447,0.9888303296465145,0.0,0.7478723375526085,0.011169670353485447,0.4337024643472288,0.2277126023718282,1,False,Large Cap ($1B-$100B)
OKB,OKB,52.07,3124441402,0.6232,5145249.0,2025-04-29 05:38:33.549000+00:00,21.862521353116904,15.453584516934706,3.9716117968398037,0.0016467740430998168,0.6232,False,0.571563378018717,0.010498201307053015,0.00026192545174430655,0.9997380745482557,0.010498201307053015,0.552611419118042,0.00026192545174430655,0.43277224663995917,0.1700612838937571,1,False,Large Cap ($1B-$100B)
NEAR Protocol,NEAR,2.54,3070110441,1.43397,211140277.0,2025-04-29 05:38:38.509000+00:00,21.84497937249128,19.168033295186888,1.264126727145683,0.06877286047443529,1.43397,False,0.5731308614593684,0.024156138845113626,0.01095848680441149,0.9890415131955885,0.024156138845113626,0.7442286607939927,0.01095848680441149,0.43672310276091053,0.2362185998175667,1,False,Large Cap ($1B-$100B)
Ondo,ONDO,0.970104,3064568367,1.87712,316863242.0,2025-04-29 05:38:43.578000+00:00,21.84317257031652,19.57398082866281,0.6780863332346275,0.10339571647741935,1.87712,False,0.5732923103031402,0.03162128311536482,0.01647564895595914,0.9835243510440409,0.03162128311536482,0.7651702732036849,0.01647564895595914,0.4386703075762102,0.24714228989403914,1,False,Large Cap ($1B-$100B)
sUSDS,SUSDS,1.049,2971097700,0.00581,1744786.0,2025-04-29 05:38:35.339000+00:00,21.81219731777343,14.372143043131116,0.7173518692567626,0.0005872529873386527,0.00581,False,0.5760601388891764,9.78731540339827e-05,9.309046403822334e-05,0.9999069095359617,9.78731540339827e-05,0.49682310580019706,9.309046403822334e-05,0.4304445867244765,0.14911400814088416,1,False,Large Cap ($1B-$100B)
Official Trump,TRUMP,14.07,2817562816,-5.20474,1596749755.0,2025-04-29 05:38:43.129000+00:00,21.75913809892692,21.191235997595566,2.712706012638404,0.5667130989707099,5.20474,False,0.5808013051628598,0.0876771634641706,0.09030540830988984,0.9096945916901101,0.0,0.8485996036527881,0.09030540830988984,0.44933030578883415,0.28167150358880333,-1,True,Large Cap ($1B-$100B)
Gate,GT,22.12,2718976518,-1.50989,7445227.0,2025-04-29 05:38:40.496000+00:00,21.723521366663906,15.823083848211578,3.1406980438041767,0.0027382461564899765,1.50989,False,0.5839838783981104,0.025435059646191072,0.00043585184975569264,0.9995641481502443,0.0,0.571672778390224,0.00043585184975569264,0.4436804048477695,0.17163258907199389,1,False,Large Cap ($1B-$100B)
Internet Computer,ICP,5.05,2690558276,0.41186,65363192.0,2025-04-29 05:38:33.942000+00:00,21.71301454694536,17.995469859831957,1.80005827204275,0.02429354256439826,0.41186,False,0.5849227271104773,0.0069380442720199855,0.0038706945876526705,0.9961293054123473,0.0069380442720199855,0.6837396395189403,0.0038706945876526705,0.4359701696354684,0.2090583179407859,1,False,Large Cap ($1B-$100B)
Ethereum Classic,ETC,16.97,2573248673,1.94321,61300845.0,2025-04-29 05:38:38.537000+00:00,21.66843501306915,17.93130420179,2.8887037007954675,0.023822355625091194,1.94321,False,0.5889061815808838,0.032734611299548286,0.0037956108121367377,0.9962043891878632,0.032734611299548286,0.680429526191679,0.0037956108121367377,0.4478971949897455,0.21836138562096402,1,False,Large Cap ($1B-$100B)
Aave,AAVE,165.66,2502109428,-2.26635,274560052.0,2025-04-29 05:38:35.210000+00:00,21.640399984645423,19.430680567299984,5.115955808954061,0.1097314325774564,2.26635,False,0.5914112831284366,0.03817811061014057,0.017485247155110094,0.9825147528448899,0.0,0.7577778436796714,0.017485247155110094,0.44833870806440884,0.23257892725043444,1,False,Large Cap ($1B-$100B)
Kaspa,KAS,0.095525,2491485639,-1.07446,99456138.0,2025-04-29 05:38:37.514000+00:00,21.636145012072898,18.415227290871385,0.09123370042284694,0.03991840709140849,1.07446,False,0.5917914909960771,0.018099963697651128,0.006360521284331029,0.9936394787156689,0.0,0.7053936630121935,0.006360521284331029,0.4426844776206251,0.21352625528895736,1,False,Large Cap ($1B-$100B)
Cronos,CRO,0.090564,2491018714,-0.03058,20194269.0,2025-04-29 05:38:36.224000+00:00,21.6359575862452,16.820909458765033,0.08669499361235355,0.00810683150893422,0.03058,False,0.5918082386420547,0.0005151395955867798,0.001291337483618643,0.9987086625163814,0.0,0.6231476007884598,0.001291337483618643,0.43667108379833286,0.18733168148162352,1,False,Large Cap ($1B-$100B)
Tokenize Xchange,TKX,31.0,2489061667,-1.41572,13838273.0,2025-04-29 05:38:39.659000+00:00,21.635171636240287,16.442948789394077,3.4657359027997265,0.005559634453202963,1.41572,False,0.5918784680901528,0.023848705960239244,0.0008854408935972168,0.9991145591064028,0.0,0.6036497465305428,0.0008854408935972168,0.4461137814414374,0.181360556227242,1,False,Large Cap ($1B-$100B)
Mantle,MNT,0.735498,2474567188,0.97723,175638402.0,2025-04-29 05:38:30.248000+00:00,21.62933134454366,18.9839379111546,0.5512944039133931,0.07097742298197805,0.97723,False,0.5924003339340622,0.016462062360865563,0.011309784479747334,0.9886902155202527,0.016462062360865563,0.7347317335782834,0.011309784479747334,0.44128300162202166,0.23039728036175544,1,False,Large Cap ($1B-$100B)
VeChain,VET,0.02713895,2333087206,1.37193,58027920.0,2025-04-29 05:38:37.530000+00:00,21.570458209055637,17.87643484922827,0.026777218776109554,0.024871732119900878,1.37193,False,0.597661009278893,0.023111035492915988,0.003962829261111274,0.9960371707388888,0.023111035492915988,0.6775989813065316,0.003962829261111274,0.44751625205650136,0.21371295736745927,1,False,Large Cap ($1B-$100B)
Render,RENDER,4.47,2313139104,4.05312,215835789.0,2025-04-29 05:38:40.702000+00:00,21.561871358897506,19.19002844504446,1.6992786164338898,0.09330860760892658,4.05312,False,0.5984282969482548,0.06827739037490808,0.014868265230509327,0.9851317347694907,0.06827739037490808,0.7453633244271634,0.014868265230509327,0.46370862188316336,0.25538043304726504,1,False,Large Cap ($1B-$100B)
POL (ex-MATIC),POL,0.242925,2108280557,2.08703,107853165.0,2025-04-29 05:38:31.530000+00:00,21.46913855079993,18.496281285955035,0.2174674728159739,0.05115693195666083,2.08703,False,0.6067145414835926,0.03515735088873372,0.008151383483002721,0.9918486165169973,0.03515735088873372,0.7095749948576291,0.008151383483002721,0.45511848025233,0.22938085385768303,1,False,Large Cap ($1B-$100B)
Ethena Staked USDe,SUSDE,1.17,2102875849,0.05635,7361342.0,2025-04-29 05:38:37.212000+00:00,21.46657169721204,15.811752946885004,0.7747271675523681,0.003500607039403019,0.05635,False,0.6069439055776173,0.0009492516746669406,0.0005573342776832378,0.9994426657223168,0.0009492516746669406,0.5710882512672193,0.0005573342776832378,0.4430457960453771,0.17187337633333755,1,False,Large Cap ($1B-$100B)
Cosmos Hub,ATOM,4.47,1997906390,1.80542,83631067.0,2025-04-29 05:38:34.431000+00:00,21.41536566472386,18.241925635813054,1.6992786164338898,0.041859352079053114,1.80542,False,0.6115194782965521,0.030413450904652847,0.006669811431369913,0.9933301885686301,0.030413450904652847,0.6964535518133038,0.006669811431369913,0.455439209394208,0.22310238933526325,1,False,Large Cap ($1B-$100B)
Algorand,ALGO,0.2296,1971868262,1.98362,93329345.0,2025-04-29 05:38:38.818000+00:00,21.40224728714285,18.351645150124256,0.20668891324224906,0.04733041593018956,1.98362,False,0.6126916857037599,0.033415343512029044,0.007541627043738488,0.9924583729562615,0.033415343512029044,0.7021136515873085,0.007541627043738488,0.45693448627756783,0.22626272099412573,1,False,Large Cap ($1B-$100B)
Lombard Staked BTC,LBTC,94274.0,1922772572,0.42064,6476340.0,2025-04-29 05:38:34.748000+00:00,21.377034029788316,15.683666248353855,11.453971322126558,0.003368229864681053,0.42064,False,0.6149446447185698,0.0070859489695102385,0.0005362399364757448,0.9994637600635242,0.0070859489695102385,0.5644806436965836,0.0005362399364757448,0.4487049894879369,0.1723394446777219,1,False,Large Cap ($1B-$100B)
Artificial Superintelligence Alliance,FET,0.723907,1888270122,0.26262,206353436.0,2025-04-29 05:38:39.698000+00:00,21.358926968058547,19.14510097019086,0.5445932264709091,0.10928173548678329,0.26262,False,0.6165626216178721,0.004424001327436237,0.017413587793210287,0.9825864122067897,0.004424001327436237,0.7430456511138801,0.017413587793210287,0.4449119316194813,0.22990737220310162,1,False,Large Cap ($1B-$100B)
Fasttoken,FTN,4.29,1846120953,0.10818,52663746.0,2025-04-29 05:38:36.555000+00:00,21.336352493090768,17.7794378640776,1.665818245870208,0.028526704013851253,0.10818,False,0.6185797892598037,0.0018223610677101977,0.004545250093076594,0.9954547499069234,0.0018223610677101977,0.6725951985503186,0.004545250093076594,0.44725181011239024,0.20387107902010262,1,False,Large Cap ($1B-$100B)
Ethena,ENA,0.330238,1833798745,-5.76655,139695016.0,2025-04-29 05:38:32.301000+00:00,21.329655469753906,18.754972154299686,0.2853578735929129,0.07617794285272018,5.76655,False,0.6191782093245741,0.09714121108341875,0.012138488830328842,0.9878615111696711,0.0,0.7229200787713406,0.012138488830328842,0.4841000703971314,0.2205175702805008,1,False,Large Cap ($1B-$100B)
Filecoin,FIL,2.77,1833593822,1.41986,112559250.0,2025-04-29 05:38:37.129000+00:00,21.329543715696296,18.538990316519413,1.3270750014599193,0.06138723235728703,1.41986,False,0.6191881952342879,0.023918446899602524,0.009781584820651846,0.9902184151793482,0.023918446899602524,0.7117782253017573,0.009781584820651846,0.4552863398894258,0.22603532179656374,1,False,Large Cap ($1B-$100B)
Celestia,TIA,2.9,1787219590,0.64613,105223887.0,2025-04-29 05:38:38.397000+00:00,21.30392694805888,18.47160090473423,1.3609765531356006,0.05887574620866818,0.64613,False,0.6214772103649977,0.010884471775555463,0.009381378774042003,0.990618621225958,0.010884471775555463,0.7083018082139659,0.009381378774042003,0.4510683971014129,0.21965874480662456,1,False,Large Cap ($1B-$100B)
Sonic (prev. FTM),S,0.516284,1639202568,-1.66112,93817399.0,2025-04-29 05:38:38.820000+00:00,21.21747572211565,18.356860897839354,0.41626260476750093,0.05723356028807783,1.66112,False,0.629202157050442,0.027982625409454277,0.009119695971037402,0.9908803040289625,0.0,0.7023827163261458,0.009119695971037402,0.46104997378975104,0.21345072368915496,1,False,Large Cap ($1B-$100B)
Arbitrum,ARB,0.333525,1586259293,-1.21024,133484953.0,2025-04-29 05:38:35.892000+00:00,21.184644436077363,18.70949932533314,0.2878258121207397,0.08415077761186676,1.21024,False,0.6321358336003489,0.020387264361116562,0.013408962362896919,0.9865910376371031,0.0,0.7205742722794628,0.013408962362896919,0.4583274467120068,0.2201949703927079,1,False,Large Cap ($1B-$100B)
Worldcoin,WLD,1.16,1523899733,3.66056,357631602.0,2025-04-29 05:38:41.422000+00:00,21.144538500707938,19.69501397263841,0.7701082216960736,0.2346818456985713,3.66056,False,0.635719544636467,0.06166446690716621,0.0373961317462785,0.9626038682537215,0.06166446690716621,0.7714140091075856,0.0373961317462785,0.4714743782681976,0.2673088290190257,1,False,Large Cap ($1B-$100B)
Jupiter Perpetuals Liquidity Provider Token,JLP,4.08,1514211858,-0.61943,67565182.0,2025-04-29 05:38:43.255000+00:00,21.138160915461217,18.02860336395358,1.6253112615903906,0.044620692700981346,0.61943,False,0.6362894209508312,0.010434693253574856,0.007109831860808792,0.9928901681391912,0.0,0.6854488973512239,0.007109831860808792,0.45726767930960066,0.20776761876360983,1,False,Large Cap ($1B-$100B)
Bonk,BONK,1.933e-05,1497789529,-3.77517,458802575.0,2025-04-29 05:38:32.645000+00:00,21.12725621150274,19.94413055785063,1.932981317795751e-05,0.3063197906760103,3.77517,False,0.6372638230576921,0.06359514542417737,0.048811659067598115,0.9511883409324019,0.0,0.784265184548093,0.048811659067598115,0.47058125557922814,0.24992305308470733,1,False,Large Cap ($1B-$100B)
KuCoin,KCS,10.65,1331292551,1.61529,28814.0,2025-04-29 05:38:39.105000+00:00,21.009416150854836,10.268651363870767,2.4553061800117097,2.164362744939598e-05,1.61529,False,0.6477935544291407,0.0272105898415752,2.9604484013519246e-06,0.9999970395515987,0.0272105898415752,0.2851363108647522,2.9604484013519246e-06,0.4700010656186061,0.09642601733057615,1,False,Large Cap ($1B-$100B)
Jupiter,JUP,0.46616,1325466799,0.35642,63414669.0,2025-04-29 05:38:33.822000+00:00,21.00503053622765,17.965205780653996,0.3826467380274841,0.047843272308173444,0.35642,False,0.6481854359647496,0.006004122127502946,0.007623350856399946,0.9923766491436,0.006004122127502946,0.6821784066900218,0.007623350856399946,0.4601511530656211,0.20934217611492772,1,False,Large Cap ($1B-$100B)
Solv Protocol SolvBTC,SOLVBTC,93849.0,1312544588,-0.198,1347857.0,2025-04-29 05:38:34.381000+00:00,20.995233524424428,14.11402722365932,11.449453042014655,0.001026903780887023,0.198,False,0.6490608589912115,0.003335436230417999,0.00016314894557579201,0.9998368510544242,0.0,0.48350768692844026,0.00016314894557579201,0.4609258882995367,0.1451012507622048,1,False,Large Cap ($1B-$100B)
XDC Network,XDC,0.08274,1299465219,6.4331,38449962.0,2025-04-29 05:38:38.443000+00:00,20.985218647547597,17.46486829162678,0.07949486532762647,0.02958906590019321,6.4331,False,0.6499557495967607,0.10836967077728298,0.004714537767960129,0.9952854622320398,0.10836967077728298,0.6563675003407952,0.004714537767960129,0.5023872605960255,0.24167247974353975,1,False,Large Cap ($1B-$100B)
Stacks,STX,0.848617,1293422264,0.7225,133624051.0,2025-04-29 05:38:38.104000+00:00,20.980557461147452,18.710540832803495,0.6144377919546925,0.10331046149364875,0.7225,False,0.6503722551585869,0.012170973113520224,0.016462063549554498,0.9835379364504455,0.012170973113520224,0.7206280005176398,0.016462063549554498,0.46172487859893196,0.22599540846556634,1,False,Large Cap ($1B-$100B)
Optimism,OP,0.779154,1290724448,0.02458,149556145.0,2025-04-29 05:38:31.506000+00:00,20.978469486060348,18.82318243881899,0.5761379704233508,0.11586992501129102,0.02458,False,0.650558828524695,0.0004140657704225981,0.018463417705817844,0.9815365822941822,0.0004140657704225981,0.7264388422148012,0.018463417705817844,0.4566964741768835,0.22363630428435474,1,False,Large Cap ($1B-$100B)
